checkout_id,tenant_id,timestamp,product_id,variant_meta_id,product_name,sku,variant_meta_properties,price,quantity,vendor
46814110318933,missusstore,2025-03-20 23:50:27+00:00,9788969058645,50279529611605,BIQUÍNI KAHALA S2 Cueca - S / Tanga,SS25BK8S2S-CT,,39.0,1,Missus
46817865761109,missusstore,2025-03-21 22:32:06+00:00,9790002233685,50282786193749,BIQUÍNI HAWI S1 Top - S,SS25BK19S1S-T,,32.0,1,Missus
46817865761109,missusstore,2025-03-21 22:32:06+00:00,9790003118421,50282788028757,BIQUÍNI HAWI S1 Cueca - S / Tanga,SS25BK19S1S-CT,,32.0,1,Missus
46819492659541,missusstore,2025-03-22 11:11:05+00:00,9506048999765,49320345502037,FATO DE BANHO JOÁ S3 - S,SS24FB22S3S,,26.0,1,Missus
46823106576725,missusstore,2025-03-23 09:02:01+00:00,9790016454997,50282830365013,BIQUÍNI HAWI S7 Top - M,SS25BK19S7M-T,,32.0,1,Missus
46823106576725,missusstore,2025-03-23 09:02:01+00:00,9790017208661,50282845045077,BIQUÍNI HAWI S7 Cueca - S / Tanga,SS25BK19S7S-CT,,32.0,1,Missus
46823106576725,missusstore,2025-03-23 09:02:01+00:00,9789938368853,50282649747797,BIQUÍNI MAUI S2 Top - M,SS25BK13S2M-T,,39.0,1,Missus
46823106576725,missusstore,2025-03-23 09:02:01+00:00,9789938991445,50282650796373,BIQUÍNI MAUI S2 Cueca - S / Tanga,SS25BK13S2S-CT,,39.0,1,Missus
46823267238229,missusstore,2025-03-23 09:27:33+00:00,9505016185173,49313819394389,FATO DE BANHO JOÁ S2 - XS,SS24FB22S2XS,,26.0,1,Missus
46823267238229,missusstore,2025-03-23 09:27:33+00:00,9499394310485,49295396372821,TRIQUÍNI GÁVEA S4 - XS,SS24FB20S4XS,,26.0,1,Missus
46823267238229,missusstore,2025-03-23 09:27:33+00:00,9415866450261,49074483986773,KIMONO ITANHANGÁ S1,SS24EWITAHANGACOLO,,37.0,1,missusstore
46823267238229,missusstore,2025-03-23 09:27:33+00:00,9393033970005,49009721508181,SS'24 TOTE BAG MISSUS S4,SS24TOTEBAGS4,,5.0,1,missusstore
46823267238229,missusstore,2025-03-23 09:27:33+00:00,9506078720341,49320446230869,SAPUCAÍ CROP TOP S3 - S/M,SS24SAPUCAÍTOPS3,,15.0,1,missusstore
46823267238229,missusstore,2025-03-23 09:27:33+00:00,9087349129557,48247105716565,TRIQUÍNI SAMBAÍBA S1 - XS,SS24FB23S1XS,,26.0,1,Missus
46833831248213,missusstore,2025-03-25 14:40:15+00:00,9589009908053,49585120313685,BIQUÍNI DA BARRA S2 Top - XL,SS24BK7S2XL-T,,13.0,1,Missus
46833831248213,missusstore,2025-03-25 14:40:15+00:00,9629871374677,49709834862933,BIQUÍNI DA BARRA S2 Cueca - XL,SS24BK7S2XL-C,,13.0,1,Missus
46835044221269,missusstore,2025-03-25 19:51:35+00:00,9618050089301,49666022998357,GREY TRACKSUIT SWEATPANTS - XS/S,TSGREYSWEPANTXS/S,,30.0,1,missusstore
46835044221269,missusstore,2025-03-25 19:51:35+00:00,9618044649813,49666004517205,GREY TRACKSUIT HOODIE - S/M,TSGREYHOODIEES/M,,42.0,1,missusstore
46838013526357,missusstore,2025-03-26 18:31:41+00:00,9790002233685,50282786160981,BIQUÍNI HAWI S1 Top - XS,SS25BK19S1XS-T,,32.0,1,Missus
46838013526357,missusstore,2025-03-26 18:31:41+00:00,9790003118421,50282787963221,BIQUÍNI HAWI S1 Cueca - XS / Tanga,SS25BK19S1XS-CT,,32.0,1,Missus
46842327040341,missusstore,2025-03-28 12:24:27+00:00,9617263231317,49663217369429,BLACK CROP TOP TRACKSUIT - S/M,TSCROPTOPBLACKS/M,,20.0,1,missusstore
46842327040341,missusstore,2025-03-28 12:24:27+00:00,9618048188757,49666017001813,BLACK TRACKSUIT SWEATPANTS - S/M,TSBLACKSWEPANTS/M,,30.0,1,missusstore
46842327040341,missusstore,2025-03-28 12:24:27+00:00,9618033181013,49665965588821,BLACK TRACKSUIT CREWNECK SWEATSHIRT - S/M,TSBLACKSWEATS/M,,36.0,1,missusstore
46828651774293,missusstore,2025-03-29 18:26:05+00:00,9833206579541,50433724055893,BONÉ MISSUS S24,SS25BONEMISSUSS24,,27.0,1,Missus
